PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
-0.0037643223601865664,0.7437949328297023,-0.4967209846421348,-0.09334510883741969,0.27271641928792445,0.5856994558719004,-0.5071774915858439,-0.13967397102393747,0.30464719265880963,0.458361620658148,0.11253502029760377,0.21518350923675136,-0.3902119686680263,0.229589654758785,0.14107118413389821,0.28434827225551046,0.009138281752980227,0.16751867005115648,0.24623421359497558,-0.15786071300359497,0.03558774308538947,0.06333080479741983,-0.08938908141953016,-0.04466586485526653,-0.06358610519361775
-0.27365983239007896,0.7885939331597303,0.3594109536950374,-0.062738554427095,-0.2900311162542826,0.08621500374512878,0.3896482978045382,0.24606519639614086,0.22331956277087414,-0.20748840535975327,-0.6213734034457663,0.34736259252336366,-0.5137487176044002,-0.2799886411436354,-0.10301999235912768,-0.2899309653277499,0.1838199146219022,-0.0878746713108357,0.007728092011329008,-0.020958871225904657,-0.4342184615156649,-0.13208990213913907,-0.04854783888339863,-0.07440760527267645,-0.33691647390174256
0.360971399864139,0.577553973506037,-0.3820395106662561,0.009272553687434102,0.1929931850918956,-0.03439174433718512,-0.02552804598267486,-0.211527456520847,0.1384732966774496,-0.28948081294279693,0.18336150393924106,-0.32679859855995114,-1.8987072162513153e-4,-0.012375885585834927,-0.3620001587945261,0.028486907094490796,-0.4969353083655913,-0.11509776603288674,-0.22576793269516124,0.059835451273308506,-0.17653355703062523,0.3140735127739637,0.05961048016141162,-0.035339391179222385,-0.11744092973607101
0.7696339617886018,0.29178886663543663,0.19062406523605244,0.1250734760654389,0.4801738516202591,-0.1965376974612287,0.2822461368151018,0.259990360360754,0.1387639727496689,0.24317630157602999,0.3830723747881804,0.04899144681494339,-0.08758894901226048,0.013338563989568872,-0.0713378596080569,0.14931037999610958,0.047579245362532406,-0.16526619740686752,0.2867525225292997,0.006560221908656633,0.013233225054676837,0.12543066226196048,-0.04777804351322424,-0.02524617366816864,0.01397531064608141
0.8076834360481475,-0.19405657868634626,-0.3331798625806694,-0.5431129545731775,-0.3540046972017291,0.13390961805552587,-0.14261725460411312,-0.19466729398782348,-0.012582650444867088,0.04686485058124219,-0.18330154314903277,-0.02853317262505253,-0.008592310305098286,-0.1463817584281481,0.07832555824231424,0.127172731069402,-0.09991416896519037,-0.04728317393731495,-0.05676100362636058,0.23866766927298416,0.03988374590689845,0.07748856654072603,-0.0169244277351465,-0.08389304779154624,0.002177600563436064
0.15764388849809916,-0.8280527292526625,-0.37689132917280216,0.019524470326366124,0.15343985179387123,0.2297343953530694,-0.056906913353581466,-0.2859491323196973,0.12183460759810333,-0.06101162116755912,-0.05157311845209405,-0.07960406950061041,-0.05323859965882017,-0.03941546322239945,-0.06828899597629451,-0.13376524273613444,-0.12982438342248417,-0.06153322663444596,0.0755288612979631,-0.062292856919105154,-0.01981331460839369,0.03514413470400412,0.020117451411919993,-0.01113951045113217,3.414253802326893e-4
-0.7823929950708651,-0.1209484014442451,-0.28500444697913174,0.4188551325238163,0.07513537738426816,-0.004848377893999409,0.0019884406560827213,-0.009192908187092758,0.1413822748984629,-0.20613758802508855,0.11863112694238101,-0.24118164044226378,0.0019169859570441672,-0.15509777024067983,0.25277052383232834,0.22119580316453907,0.08438090277172475,0.10981428763301884,0.0595296875599629,-0.2458736115526877,-0.017418713328891965,0.0086914370491591,-0.01890738937601251,-0.011077840327450099,-0.02175342620320782
0.9108892126996374,0.15150824004926566,0.4181148469053464,-0.06372310435844494,-0.2250873816777651,0.2439585827029893,-0.025684218580996017,-0.20918785797739245,-0.020405927481596177,0.1897059468683136,0.05227708027353694,-0.049920731285885395,4.7253505819281266e-4,-0.0015629079723953844,-0.06424099749632214,-0.06031071304847521,-0.029831872329115956,-0.10599404831639911,0.031861310062284376,-0.06206600227815226,0.08874988200481541,-0.07561400932368338,0.010909154255982234,-0.04022438844540185,-0.0183913823592787
-0.4671367171722765,-0.3536862124509436,0.02216444079019028,0.2698750004936524,-0.2986133357916009,-0.12752553398682015,-0.11088112490968668,-0.49902241531219876,-0.3048121978677563,0.22143427631635804,-0.04059956055469008,-0.008560063859478603,-0.1178683379200978,0.06417155763542064,0.10121393380551935,0.06621224396842953,-0.12969986077266113,-0.13642024800540348,0.07746214021026282,-0.04514014630557695,-0.09365982639807797,-0.04492038248763358,0.03239146359831309,0.13286373295840498,0.06481658843228295
0.02888058434829034,-0.4834680134916507,0.6969183548245592,0.07706335519107231,-8.63844908471555e-5,0.09421916325975228,0.20310384929727016,-0.3670090194339836,0.0427383109782226,-0.1832536627295285,-0.09662266833992536,0.21006693182396055,-0.2766772208291692,0.1521259098183728,-0.18124453258288303,0.07106237605646783,-0.22949019126734016,0.03575771345564173,0.42266031351249356,0.0888572684452524,0.09034405993644394,-0.10343253054282031,0.07281365412884581,0.028401218052064973,0.02796793573491415
-0.39963386749531393,-0.31110527187204656,0.07269968468962412,-0.17106150382358612,-0.1428827312958619,-0.5144706564748996,-0.12464723571479015,-0.10992940251460706,0.1290722525900395,-0.35404703071602844,0.05640030510653432,-0.2742487768782254,-0.0036848360513425994,-0.06981573920089561,-0.044147637664960576,-0.06319049926775568,-0.3983719363785235,0.09461363697247706,0.11731323804445143,0.02915161866559613,-0.05359205920004491,0.1937103414695835,-0.05249759199103066,-0.1404036417938736,0.17502324410138956
-1.1742578205390908,0.08766678482058812,0.11944606300882438,-0.41319823568842284,0.25470913228267505,0.0891929717649775,-0.4674944451583483,0.11838472077079021,-0.01982795516423726,0.20582671820874213,-0.352949747070509,-0.2000223035658377,0.07049631724048526,0.6060253597444212,0.6194123725847537,0.05829700565299906,-0.10254172563838168,0.24536823145642594,-0.1161948295122169,0.15706820936921595,-0.17019213057601038,-0.18931962607604197,0.062462972115278,-0.2582561444208462,0.2145253335591806
0.922274494203316,-0.17864713304232568,-0.575587030108417,-0.16881959676394276,0.3494499831497923,-0.1578038906593934,-0.007137375262822997,0.045988659844736504,0.04719915367271812,0.1978989655674348,-0.050470922070312625,0.05666564700073712,0.014758102653344145,-0.12268332003481935,0.12829433017786865,0.22269479657098476,-0.04062889368958576,0.05119981620197333,0.10632081721878861,-0.3404597075047045,0.11264556817876673,0.09541884342287603,-0.06796190867788451,0.3277901545759104,-0.30902798040362967
-0.610608818849544,0.8288830664188307,-0.10588477258342666,-0.2798776214897812,-0.15019838660065685,0.03460853295376438,-0.6079548827878914,0.424564489691954,0.23440836802972778,0.24720277706525307,0.3870782026827473,-0.05720563849921626,-0.19743866767715873,0.1833643729020729,0.15757118005673337,0.22118145424604957,-0.05885708036382719,-0.04724079897108016,-0.002261447040341214,0.16591612852697807,-0.11353915460453837,-0.06106753296618305,0.09841965967209677,-0.28699485217984266,0.2664015385716276
0.7094653483630662,0.022919733828540574,-0.36372676615550903,-0.43030734908055107,-0.4662549483602756,0.2797442898742627,-0.08359413140611588,-0.11791244973485143,-0.1386987074085074,0.17402050878219907,-0.06567282260755987,-0.03851496560390203,0.0014492447972967218,-0.004214556265393017,-0.09170352450241931,-0.13342527449032127,0.04351759150224947,-0.0070230137311046645,-0.02400081555438114,-0.05560546851186256,-0.08953559684218157,0.055849213700641255,-0.04441321928401742,0.0055301820303487025,0.05841097899716727
0.13896601223638774,0.3682524015594139,0.06502024918718445,0.4903326877151871,0.2502476684754909,0.21706620078799058,0.16468948514430873,-0.15478452336346507,0.03961663073402281,0.2494985242736183,-0.43036685471648983,0.09861785228852299,-0.21071675701759995,-0.14778754767016702,-0.12043196067443973,0.04224300520773007,-0.10033776675530705,0.25801132114697833,-0.5270633464352763,-0.2635104539984517,0.4490672213449181,0.24220231203667777,0.02210037330838988,0.0901901381775341,0.25366475097229896
0.8854487428698817,0.2786791588710419,0.08833235090614955,0.28434658306047855,0.04294867623893038,0.44952024683793995,-0.03070885399895776,0.04143413752868831,-0.08371647277298264,0.06130828436648637,0.0463011348013021,-0.04277818116869211,0.06733230624081717,-0.0391213379139334,-0.016821289878302278,-0.08279403508827951,0.02379574622026109,-0.1658339315018526,0.006667742455499235,-0.09986965864411354,0.0540321419369048,-0.0341496140348615,-0.022531803531623658,-0.05169615048579811,-0.010056777387423999
